osmid,y,x,street_count,highway,geometry
1357502996,36.55277,139.8872532,3,,POINT (139.8872532 36.55277)
1357502998,36.5515309,139.8851579,4,,POINT (139.8851579 36.5515309)
1357503000,36.5535199,139.8870056,3,,POINT (139.8870056 36.5535199)
1357503001,36.5488565,139.8817201,4,,POINT (139.8817201 36.5488565)
1357503002,36.5483752,139.8821894,3,,POINT (139.8821894 36.5483752)
1357503004,36.5466757,139.8812866,3,,POINT (139.8812866 36.5466757)
1357503010,36.55311,139.8860879,3,,POINT (139.8860879 36.55311)
1357503012,36.5477695,139.8821844,3,,POINT (139.8821844 36.5477695)
1357503014,36.5514723,139.8839614,4,,POINT (139.8839614 36.5514723)
1357503015,36.5461627,139.8807352,3,,POINT (139.8807352 36.5461627)
1357503016,36.5453941,139.8812121,4,,POINT (139.8812121 36.5453941)
1357503017,36.5535374,139.8890184,3,,POINT (139.8890184 36.5535374)
1357503018,36.5451145,139.8811987,4,,POINT (139.8811987 36.5451145)
1357503019,36.5536201,139.8898923,1,,POINT (139.8898923 36.5536201)
1357503021,36.546488,139.8839584,4,,POINT (139.8839584 36.546488)
1357503024,36.5456648,139.8820816,3,,POINT (139.8820816 36.5456648)
1357503025,36.5526699,139.8886317,1,,POINT (139.8886317 36.5526699)
1357503028,36.5447448,139.8829188,3,,POINT (139.8829188 36.5447448)
1357503030,36.5527712,139.8884788,4,,POINT (139.8884788 36.5527712)
1357503035,36.5478326,139.8801113,3,,POINT (139.8801113 36.5478326)
1357503037,36.5427494,139.8811724,1,,POINT (139.8811724 36.5427494)
1357503040,36.5478406,139.8812978,3,,POINT (139.8812978 36.5478406)
1357503042,36.5461821,139.8830768,1,,POINT (139.8830768 36.5461821)
1357503044,36.5521196,139.8864786,4,,POINT (139.8864786 36.5521196)
1357503045,36.5512837,139.8851927,3,,POINT (139.8851927 36.5512837)
1357503046,36.5489676,139.8813007,3,,POINT (139.8813007 36.5489676)
1357503047,36.5523374,139.8856058,3,,POINT (139.8856058 36.5523374)
1357503048,36.5461481,139.883848,3,,POINT (139.883848 36.5461481)
1357503050,36.5514213,139.8866823,4,,POINT (139.8866823 36.5514213)
1357503053,36.5541304,139.8878656,3,,POINT (139.8878656 36.5541304)
1357503055,36.55189,139.887778,3,,POINT (139.887778 36.55189)
1357503056,36.5525422,139.8855781,3,,POINT (139.8855781 36.5525422)
1357503058,36.5451059,139.8817314,3,,POINT (139.8817314 36.5451059)
1357503059,36.5525749,139.8878909,3,,POINT (139.8878909 36.5525749)
1357503060,36.5431705,139.8818426,3,,POINT (139.8818426 36.5431705)
1357503061,36.5524474,139.8840152,3,,POINT (139.8840152 36.5524474)
1357503063,36.5471122,139.8801914,3,,POINT (139.8801914 36.5471122)
1357503064,36.5477939,139.8825699,1,,POINT (139.8825699 36.5477939)
1357503066,36.5471062,139.8800887,4,,POINT (139.8800887 36.5471062)
1357503068,36.5538648,139.8878025,3,,POINT (139.8878025 36.5538648)
1357503069,36.5536487,139.8886732,4,,POINT (139.8886732 36.5536487)
1357503070,36.5536923,139.8859994,3,,POINT (139.8859994 36.5536923)
1357503071,36.5453947,139.8807733,3,,POINT (139.8807733 36.5453947)
1357503072,36.5451184,139.8807896,3,,POINT (139.8807896 36.5451184)
1357503073,36.5454232,139.8847859,3,,POINT (139.8847859 36.5454232)
1357503076,36.55232,139.8860472,3,,POINT (139.8860472 36.55232)
1357503078,36.5450578,139.8845912,3,,POINT (139.8845912 36.5450578)
1357503080,36.5492616,139.8817357,3,,POINT (139.8817357 36.5492616)
1357503085,36.547961,139.8812979,3,,POINT (139.8812979 36.547961)
1357503086,36.5472055,139.8827055,3,,POINT (139.8827055 36.5472055)
1357503087,36.5463363,139.8807331,1,,POINT (139.8807331 36.5463363)
1357503089,36.5435833,139.8841014,3,,POINT (139.8841014 36.5435833)
1357503090,36.5431063,139.8812994,3,,POINT (139.8812994 36.5431063)
1357503091,36.5484006,139.8817199,4,,POINT (139.8817199 36.5484006)
1357503092,36.5462568,139.882343,3,,POINT (139.882343 36.5462568)
1357503093,36.5435308,139.8850443,3,,POINT (139.8850443 36.5435308)
1357503094,36.5461558,139.8812531,3,,POINT (139.8812531 36.5461558)
1357503095,36.5437148,139.8818673,3,,POINT (139.8818673 36.5437148)
1357503098,36.5464859,139.8818108,1,,POINT (139.8818108 36.5464859)
1357503101,36.5525092,139.8850463,4,,POINT (139.8850463 36.5525092)
1357503103,36.5537707,139.8891598,3,,POINT (139.8891598 36.5537707)
1357503108,36.5431287,139.8810571,1,,POINT (139.8810571 36.5431287)
1357503109,36.5459602,139.8817813,3,,POINT (139.8817813 36.5459602)
1357503110,36.5447546,139.8837747,3,,POINT (139.8837747 36.5447546)
1357503114,36.54774,139.8817196,3,,POINT (139.8817196 36.54774)
1357503115,36.543426,139.8841417,3,,POINT (139.8841417 36.543426)
1357503117,36.5424682,139.8839473,3,,POINT (139.8839473 36.5424682)
1357503118,36.543972,139.8840093,3,,POINT (139.8840093 36.543972)
1357503119,36.5442363,139.8848042,3,,POINT (139.8848042 36.5442363)
1357503120,36.5458601,139.8822946,3,,POINT (139.8822946 36.5458601)
1357503123,36.5529341,139.8840832,3,,POINT (139.8840832 36.5529341)
1357503125,36.5458576,139.8837475,4,,POINT (139.8837475 36.5458576)
1357503127,36.5492484,139.8819449,1,,POINT (139.8819449 36.5492484)
1357503128,36.5429692,139.8812985,1,,POINT (139.8812985 36.5429692)
1357503129,36.5443936,139.8839673,3,,POINT (139.8839673 36.5443936)
1357503130,36.546083,139.8841765,1,,POINT (139.8841765 36.546083)
1357503132,36.5478942,139.8834005,3,,POINT (139.8834005 36.5478942)
1357503134,36.5425124,139.8817867,3,,POINT (139.8817867 36.5425124)
1357503138,36.5458115,139.8828461,1,,POINT (139.8828461 36.5458115)
1357509844,36.5400612,139.8826455,1,,POINT (139.8826455 36.5400612)
1357509850,36.5401603,139.8816821,3,,POINT (139.8816821 36.5401603)
1357509862,36.5405857,139.885035,3,,POINT (139.885035 36.5405857)
1357509866,36.5403552,139.8844501,1,,POINT (139.8844501 36.5403552)
1357509868,36.5383855,139.8846754,3,,POINT (139.8846754 36.5383855)
1357509888,36.5394795,139.8850829,4,,POINT (139.8850829 36.5394795)
1357509892,36.5380872,139.8850005,3,,POINT (139.8850005 36.5380872)
1357509896,36.5414629,139.8850831,3,,POINT (139.8850831 36.5414629)
1357509910,36.5393107,139.8837089,4,,POINT (139.8837089 36.5393107)
1357509919,36.5390687,139.884957,4,,POINT (139.884957 36.5390687)
1357509937,36.5394926,139.8851968,3,,POINT (139.8851968 36.5394926)
1357509941,36.5379524,139.8838895,3,,POINT (139.8838895 36.5379524)
1357509963,36.541909,139.8849624,3,,POINT (139.8849624 36.541909)
1357509970,36.538934,139.8835618,3,,POINT (139.8835618 36.538934)
1357509982,36.541011,139.8843241,4,,POINT (139.8843241 36.541011)
1357509985,36.5397862,139.8843283,3,,POINT (139.8843283 36.5397862)
1357509990,36.5421824,139.8859389,3,,POINT (139.8859389 36.5421824)
1357510001,36.539045,139.8845976,3,,POINT (139.8845976 36.539045)
1357510021,36.5382835,139.8837305,3,,POINT (139.8837305 36.5382835)
1357510029,36.540922,139.8849651,3,,POINT (139.8849651 36.540922)
1357510030,36.5422602,139.8853245,3,,POINT (139.8853245 36.5422602)
1357510043,36.5415319,139.8846727,3,,POINT (139.8846727 36.5415319)
1357510052,36.5394685,139.8849638,3,,POINT (139.8849638 36.5394685)
1357510075,36.5386032,139.8837688,3,,POINT (139.8837688 36.5386032)
1357510079,36.5414156,139.8854398,3,,POINT (139.8854398 36.5414156)
1357510092,36.541769,139.8857993,3,,POINT (139.8857993 36.541769)
1357510095,36.5402119,139.8846812,4,traffic_signals,POINT (139.8846812 36.5402119)
1357510096,36.5409905,139.8844197,3,,POINT (139.8844197 36.5409905)
1357510097,36.5380408,139.8845333,3,,POINT (139.8845333 36.5380408)
1357510111,36.5395234,139.8855525,3,,POINT (139.8855525 36.5395234)
1357510119,36.5385146,139.8817208,3,,POINT (139.8817208 36.5385146)
1357510122,36.5394266,139.8846145,4,,POINT (139.8846145 36.5394266)
1357510144,36.5375817,139.8841443,3,,POINT (139.8841443 36.5375817)
1357510152,36.5376403,139.8847911,3,,POINT (139.8847911 36.5376403)
1357510157,36.5402666,139.8806242,3,,POINT (139.8806242 36.5402666)
1357510166,36.538729,139.884817,3,,POINT (139.884817 36.538729)
1357510178,36.5391324,139.885486,3,,POINT (139.885486 36.5391324)
1360345179,36.541363,139.8995888,3,,POINT (139.8995888 36.541363)
1360345186,36.5404601,139.8983901,3,,POINT (139.8983901 36.5404601)
1360345194,36.5418589,139.8954634,3,,POINT (139.8954634 36.5418589)
1360345200,36.5410932,139.895623,4,,POINT (139.895623 36.5410932)
1360345208,36.5362192,139.8875207,4,,POINT (139.8875207 36.5362192)
1360345209,36.5413374,139.9015541,3,,POINT (139.9015541 36.5413374)
1360345226,36.5424572,139.897687,4,,POINT (139.897687 36.5424572)
1360345232,36.5423784,139.899057,3,,POINT (139.899057 36.5423784)
1360345235,36.5405554,139.9016126,4,,POINT (139.9016126 36.5405554)
1360345253,36.5420443,139.8976522,3,,POINT (139.8976522 36.5420443)
1360345273,36.5390841,139.8947812,3,,POINT (139.8947812 36.5390841)
1360345282,36.5409532,139.8914542,4,,POINT (139.8914542 36.5409532)
1360345317,36.5360083,139.9129698,4,,POINT (139.9129698 36.5360083)
1360345326,36.5430412,139.8960882,4,,POINT (139.8960882 36.5430412)
1360345329,36.5425307,139.8964085,3,,POINT (139.8964085 36.5425307)
1360345347,36.5428784,139.8880135,3,,POINT (139.8880135 36.5428784)
1360345356,36.5424108,139.8884332,3,,POINT (139.8884332 36.5424108)
1360345376,36.5371912,139.9017686,3,,POINT (139.9017686 36.5371912)
1360345403,36.5413386,139.8964961,3,,POINT (139.8964961 36.5413386)
1360345425,36.5423489,139.9012186,4,,POINT (139.9012186 36.5423489)
1360345429,36.5390669,139.9094132,3,,POINT (139.9094132 36.5390669)
1360345440,36.540357,139.8958876,3,,POINT (139.8958876 36.540357)
1360345462,36.5410874,139.8966301,3,,POINT (139.8966301 36.5410874)
1360345469,36.5371643,139.9141273,3,,POINT (139.9141273 36.5371643)
1360345484,36.5435027,139.8977751,3,,POINT (139.8977751 36.5435027)
1360345492,36.5367598,139.9023413,4,,POINT (139.9023413 36.5367598)
1360345498,36.5414581,139.8954821,4,,POINT (139.8954821 36.5414581)
1360345521,36.5399335,139.8977949,3,,POINT (139.8977949 36.5399335)
1360345536,36.5373511,139.8964027,3,,POINT (139.8964027 36.5373511)
1360345539,36.540494,139.899757,3,,POINT (139.899757 36.540494)
1360345544,36.5366229,139.9101042,3,,POINT (139.9101042 36.5366229)
1360345562,36.5362431,139.9106806,3,,POINT (139.9106806 36.5362431)
1360345563,36.5370182,139.9114281,3,,POINT (139.9114281 36.5370182)
1360345595,36.5376186,139.8965971,3,,POINT (139.8965971 36.5376186)
1360345610,36.5411464,139.8972468,3,,POINT (139.8972468 36.5411464)
1360345612,36.5430185,139.8877359,3,,POINT (139.8877359 36.5430185)
1360345615,36.5426608,139.8883099,3,,POINT (139.8883099 36.5426608)
1360345619,36.5363043,139.9132657,4,,POINT (139.9132657 36.5363043)
1360345620,36.5418703,139.8884927,3,,POINT (139.8884927 36.5418703)
1360345640,36.541894,139.9019394,3,,POINT (139.9019394 36.541894)
1360345643,36.5382837,139.9086317,3,,POINT (139.9086317 36.5382837)
1360345657,36.5408395,139.8884715,3,,POINT (139.8884715 36.5408395)
1360345663,36.5379297,139.9123655,3,,POINT (139.9123655 36.5379297)
1360345667,36.5463039,139.8871618,4,,POINT (139.8871618 36.5463039)
1360345684,36.5427523,139.8877064,1,,POINT (139.8877064 36.5427523)
1360345687,36.5404857,139.8995067,3,,POINT (139.8995067 36.5404857)
1360345725,36.5366676,139.9110853,3,,POINT (139.9110853 36.5366676)
1360345743,36.5429606,139.8977294,3,,POINT (139.8977294 36.5429606)
1360345759,36.5408568,139.8969009,3,,POINT (139.8969009 36.5408568)
1360345810,36.5429665,139.8949703,3,,POINT (139.8949703 36.5429665)
1360345824,36.5424185,139.8983598,4,,POINT (139.8983598 36.5424185)
1360345832,36.5419572,139.8961834,4,,POINT (139.8961834 36.5419572)
1360345836,36.5413427,139.9011486,3,,POINT (139.9011486 36.5413427)
1360345848,36.5389522,139.8973933,3,,POINT (139.8973933 36.5389522)
1360345931,36.5391629,139.8963844,4,,POINT (139.8963844 36.5391629)
1360345956,36.5384188,139.888232,4,,POINT (139.888232 36.5384188)
1360345976,36.5398996,139.8986006,3,,POINT (139.8986006 36.5398996)
1360345982,36.5368491,139.9052575,4,,POINT (139.9052575 36.5368491)
1360346001,36.5371467,139.8999159,3,,POINT (139.8999159 36.5371467)
1360346010,36.5366416,139.8999366,3,,POINT (139.8999366 36.5366416)
1360346050,36.5432788,139.8997454,3,,POINT (139.8997454 36.5432788)
1360346076,36.5373438,139.9136667,3,,POINT (139.9136667 36.5373438)
1360346078,36.5442818,139.8953529,4,,POINT (139.8953529 36.5442818)
1360346099,36.5367355,139.9017947,3,,POINT (139.9017947 36.5367355)
1360346115,36.5378378,139.8931771,4,,POINT (139.8931771 36.5378378)
1360346156,36.5362808,139.9081355,3,,POINT (139.9081355 36.5362808)
1360346173,36.537085,139.8982581,4,,POINT (139.8982581 36.537085)
1360346181,36.5377151,139.9080661,3,,POINT (139.9080661 36.5377151)
1360346195,36.5420942,139.8966656,4,,POINT (139.8966656 36.5420942)
1360346203,36.5418503,139.8947114,3,,POINT (139.8947114 36.5418503)
1360346294,36.5421177,139.8884782,3,,POINT (139.8884782 36.5421177)
1360346320,36.5365625,139.9128602,3,,POINT (139.9128602 36.5365625)
1360346333,36.5372903,139.911717,4,,POINT (139.911717 36.5372903)
1360346336,36.5410546,139.8939395,3,,POINT (139.8939395 36.5410546)
1360346470,36.5425956,139.8948853,3,,POINT (139.8948853 36.5425956)
1360349708,36.5502108,139.8948275,4,,POINT (139.8948275 36.5502108)
1360349715,36.5500198,139.8974548,3,,POINT (139.8974548 36.5500198)
1360349721,36.5515254,139.8956859,3,,POINT (139.8956859 36.5515254)
1360349722,36.5486105,139.8957637,4,,POINT (139.8957637 36.5486105)
1360349724,36.5500698,139.8960582,4,,POINT (139.8960582 36.5500698)
1360349725,36.5517259,139.8953726,3,,POINT (139.8953726 36.5517259)
1360349729,36.5514291,139.8963867,3,,POINT (139.8963867 36.5514291)
1360349731,36.5487399,139.8945922,4,,POINT (139.8945922 36.5487399)
1360349732,36.5495351,139.8927849,3,,POINT (139.8927849 36.5495351)
1360349733,36.5480237,139.8956739,3,,POINT (139.8956739 36.5480237)
1361460722,36.557066,139.8842108,3,,POINT (139.8842108 36.557066)
1361460727,36.5570725,139.8829878,3,,POINT (139.8829878 36.5570725)
1528118761,36.5377183,139.887886,3,,POINT (139.887886 36.5377183)
1528118804,36.5357215,139.8856553,3,,POINT (139.8856553 36.5357215)
1670483038,36.5653189,139.9429499,3,,POINT (139.9429499 36.5653189)
1670483070,36.5648659,139.9382447,3,,POINT (139.9382447 36.5648659)
1670483235,36.5649922,139.9372518,3,,POINT (139.9372518 36.5649922)
1670483284,36.5649602,139.9367634,3,,POINT (139.9367634 36.5649602)
1673153416,36.5855724,139.8813788,3,,POINT (139.8813788 36.5855724)
1674659563,36.5526008,139.9333026,3,traffic_signals,POINT (139.9333026 36.5526008)
1674659564,36.5530348,139.9283098,4,traffic_signals,POINT (139.9283098 36.5530348)
1674659565,36.5544222,139.9336307,3,traffic_signals,POINT (139.9336307 36.5544222)
1675951048,36.5539556,139.9308692,3,,POINT (139.9308692 36.5539556)
1675951049,36.5539879,139.9312355,3,,POINT (139.9312355 36.5539879)
1675951051,36.5540329,139.931599,3,,POINT (139.931599 36.5540329)
1675951053,36.5540872,139.9319663,3,,POINT (139.9319663 36.5540872)
1675951055,36.5541165,139.9323223,4,,POINT (139.9323223 36.5541165)
1675951057,36.5540696,139.9335688,3,,POINT (139.9335688 36.5540696)
1675951060,36.5530031,139.930747,3,,POINT (139.930747 36.5530031)
1675951063,36.554479,139.9323702,3,,POINT (139.9323702 36.554479)
1675951071,36.5530677,139.9300203,3,,POINT (139.9300203 36.5530677)
1675951080,36.5529429,139.9314532,3,,POINT (139.9314532 36.5529429)
1675951083,36.5529711,139.9310983,3,,POINT (139.9310983 36.5529711)
1675951089,36.5539504,139.9303137,3,,POINT (139.9303137 36.5539504)
1675951100,36.5530392,139.9303642,3,,POINT (139.9303642 36.5530392)
1675951104,36.5554429,139.9313418,3,,POINT (139.9313418 36.5554429)
1675951110,36.5554136,139.9316779,3,,POINT (139.9316779 36.5554136)
1675951114,36.5554708,139.9310114,3,,POINT (139.9310114 36.5554708)
1675951125,36.5555982,139.9295767,3,,POINT (139.9295767 36.5555982)
1675951127,36.5531193,139.9293778,3,,POINT (139.9293778 36.5531193)
1675951129,36.5530927,139.9297002,3,,POINT (139.9297002 36.5530927)
1675951131,36.5546654,139.930596,3,,POINT (139.930596 36.5546654)
1675951134,36.5549583,139.9309402,3,,POINT (139.9309402 36.5549583)
1675951147,36.5531496,139.9290431,3,,POINT (139.9290431 36.5531496)
1675951150,36.5529671,139.9290147,3,,POINT (139.9290147 36.5529671)
1675951164,36.5546885,139.9309092,3,,POINT (139.9309092 36.5546885)
1675951165,36.5547277,139.9312453,3,,POINT (139.9312453 36.5547277)
1675951166,36.5548098,139.9319361,3,,POINT (139.9319361 36.5548098)
1675951167,36.5547692,139.9315914,3,,POINT (139.9315914 36.5547692)
1675951189,36.5539771,139.9298217,3,,POINT (139.9298217 36.5539771)
1675951203,36.5539538,139.9301423,3,,POINT (139.9301423 36.5539538)
1675951205,36.5539456,139.9304884,3,,POINT (139.9304884 36.5539456)
1675951207,36.5551527,139.9319817,3,,POINT (139.9319817 36.5551527)
1675951218,36.5529113,139.9318069,3,,POINT (139.9318069 36.5529113)
1675993735,36.5596792,139.9300906,3,,POINT (139.9300906 36.5596792)
1675993744,36.5478939,139.9314422,4,,POINT (139.9314422 36.5478939)
1675993745,36.5486008,139.9299484,3,,POINT (139.9299484 36.5486008)
1675993753,36.5597983,139.9317108,3,,POINT (139.9317108 36.5597983)
1675993756,36.5497783,139.931948,3,,POINT (139.931948 36.5497783)
1675993757,36.5479171,139.9295796,4,,POINT (139.9295796 36.5479171)
1675993761,36.5495752,139.9279447,4,,POINT (139.9279447 36.5495752)
1675993765,36.5595852,139.9282271,4,traffic_signals,POINT (139.9282271 36.5595852)
1675993766,36.5543095,139.9303265,3,,POINT (139.9303265 36.5543095)
1675993767,36.5599498,139.9338997,4,traffic_signals,POINT (139.9338997 36.5599498)
1675993768,36.5504573,139.9330046,4,,POINT (139.9330046 36.5504573)
1679238184,36.5599047,139.9399719,3,,POINT (139.9399719 36.5599047)
1682754434,36.5723725,139.9346666,4,,POINT (139.9346666 36.5723725)
1682754456,36.5741031,139.9347624,4,,POINT (139.9347624 36.5741031)
1682754550,36.5725486,139.930728,4,,POINT (139.930728 36.5725486)
1682754665,36.5726466,139.9285098,3,,POINT (139.9285098 36.5726466)
1682754695,36.5744416,139.9270883,3,,POINT (139.9270883 36.5744416)
1682754746,36.5742792,139.9308503,4,traffic_signals,POINT (139.9308503 36.5742792)
1694264806,36.5707969,139.9045854,3,,POINT (139.9045854 36.5707969)
1694264810,36.5701355,139.905306,3,,POINT (139.905306 36.5701355)
1694273680,36.5829784,139.91094,3,,POINT (139.91094 36.5829784)
1702015056,36.5789667,139.9253515,3,,POINT (139.9253515 36.5789667)
1702015057,36.5789245,139.9221637,3,,POINT (139.9221637 36.5789245)
1702015065,36.5788509,139.9239429,3,,POINT (139.9239429 36.5788509)
1718903105,36.5465224,139.9466313,4,,POINT (139.9466313 36.5465224)
1718913963,36.5420143,139.9453035,3,,POINT (139.9453035 36.5420143)
1857220387,36.5870441,139.9205098,3,traffic_signals,POINT (139.9205098 36.5870441)
1857220389,36.588066,139.9276905,3,,POINT (139.9276905 36.588066)
1857278316,36.5873324,139.9404525,3,,POINT (139.9404525 36.5873324)
1857351279,36.5758443,139.9419267,3,,POINT (139.9419267 36.5758443)
1857351281,36.5752237,139.9441532,3,,POINT (139.9441532 36.5752237)
1857351284,36.5753992,139.9457456,4,,POINT (139.9457456 36.5753992)
1857351292,36.5858217,139.9464968,4,,POINT (139.9464968 36.5858217)
1857351327,36.5879862,139.946846,3,,POINT (139.946846 36.5879862)
1857351333,36.575409,139.9433861,4,,POINT (139.9433861 36.575409)
1857351351,36.5880216,139.946619,3,,POINT (139.946619 36.5880216)
1857351363,36.5892583,139.9468193,3,,POINT (139.9468193 36.5892583)
1857351383,36.5754003,139.9353297,3,,POINT (139.9353297 36.5754003)
1857351385,36.5754226,139.934845,3,traffic_signals,POINT (139.934845 36.5754226)
1857405156,36.5889784,139.8988127,3,,POINT (139.8988127 36.5889784)
1857405173,36.5875552,139.908906,3,,POINT (139.908906 36.5875552)
1857405184,36.5884682,139.9016848,4,traffic_signals,POINT (139.9016848 36.5884682)
1858811198,36.5889991,139.933833,3,,POINT (139.933833 36.5889991)
1881249644,36.5357992,139.9338248,3,,POINT (139.9338248 36.5357992)
1881249646,36.5362028,139.931662,3,,POINT (139.931662 36.5362028)
1881249658,36.5368549,139.9299632,3,,POINT (139.9299632 36.5368549)
1881823662,36.5358792,139.9335954,3,,POINT (139.9335954 36.5358792)
1881823665,36.5362648,139.9314394,3,,POINT (139.9314394 36.5362648)
1881823670,36.5365394,139.9423888,3,,POINT (139.9423888 36.5365394)
1881823673,36.5366986,139.9401517,4,,POINT (139.9401517 36.5366986)
1881823685,36.537108,139.9457652,3,,POINT (139.9457652 36.537108)
1881823686,36.5371101,139.9463945,3,,POINT (139.9463945 36.5371101)
1881823688,36.5371121,139.9452586,3,,POINT (139.9452586 36.5371121)
1881823689,36.5371138,139.9440757,4,,POINT (139.9440757 36.5371138)
1881823692,36.5371762,139.9335756,3,,POINT (139.9335756 36.5371762)
1881823698,36.5375044,139.9430211,3,,POINT (139.9430211 36.5375044)
1881823700,36.5377051,139.9379757,3,,POINT (139.9379757 36.5377051)
1881823702,36.5377602,139.9283882,3,,POINT (139.9283882 36.5377602)
1881823706,36.5380029,139.9381739,3,,POINT (139.9381739 36.5380029)
1881823707,36.5381818,139.9368792,4,,POINT (139.9368792 36.5381818)
1881823712,36.5385526,139.9413799,4,,POINT (139.9413799 36.5385526)
1881823713,36.538591,139.9310109,3,,POINT (139.9310109 36.538591)
1881823718,36.5389818,139.9452681,3,,POINT (139.9452681 36.5389818)
1881823723,36.5390404,139.9462945,3,,POINT (139.9462945 36.5390404)
1881823724,36.5390423,139.9441506,4,,POINT (139.9441506 36.5390423)
1881823726,36.5391084,139.9435177,3,,POINT (139.9435177 36.5391084)
1881823727,36.5391713,139.934572,4,,POINT (139.934572 36.5391713)
1881823728,36.5391764,139.9299667,3,,POINT (139.9299667 36.5391764)
1881823734,36.5394428,139.9419673,3,,POINT (139.9419673 36.5394428)
1881823739,36.539823,139.9393801,4,traffic_signals,POINT (139.9393801 36.539823)
1881823742,36.5399139,139.932317,3,,POINT (139.932317 36.5399139)
1881823748,36.5401366,139.9324992,3,,POINT (139.9324992 36.5401366)
1881823751,36.5402973,139.9385397,4,,POINT (139.9385397 36.5402973)
1881823753,36.5404686,139.9313295,3,traffic_signals,POINT (139.9313295 36.5404686)
1881823761,36.5407892,139.9369378,3,,POINT (139.9369378 36.5407892)
1881823762,36.5407908,139.9425572,3,,POINT (139.9425572 36.5407908)
1881823763,36.5408335,139.936697,3,,POINT (139.936697 36.5408335)
1881823769,36.5409512,139.9359979,3,,POINT (139.9359979 36.5409512)
1881823792,36.5415668,139.9406094,3,,POINT (139.9406094 36.5415668)
1881823794,36.541601,139.9334937,3,,POINT (139.9334937 36.541601)
1881823811,36.5420143,139.9335691,3,,POINT (139.9335691 36.5420143)
1881823814,36.5420464,139.9410053,3,,POINT (139.9410053 36.5420464)
1881823826,36.5422101,139.932512,4,,POINT (139.932512 36.5422101)
1881823827,36.542216,139.9359504,3,,POINT (139.9359504 36.542216)
1881823830,36.5423308,139.9402996,3,,POINT (139.9402996 36.5423308)
1881823840,36.5425306,139.9357633,3,,POINT (139.9357633 36.5425306)
1881823846,36.5427804,139.9384973,3,,POINT (139.9384973 36.5427804)
1881823858,36.5433547,139.9356617,3,,POINT (139.9356617 36.5433547)
1881823864,36.543594,139.9338242,4,,POINT (139.9338242 36.543594)
1881823866,36.5437108,139.9326577,3,,POINT (139.9326577 36.5437108)
1881823872,36.544301,139.940048,3,,POINT (139.940048 36.544301)
1881823890,36.5459004,139.9336353,3,,POINT (139.9336353 36.5459004)
1881823891,36.5459495,139.9361253,3,,POINT (139.9361253 36.5459495)
1881823897,36.5470468,139.9328238,4,traffic_signals,POINT (139.9328238 36.5470468)
1881823906,36.5491755,139.9226899,3,,POINT (139.9226899 36.5491755)
1881823908,36.5495915,139.9328637,4,,POINT (139.9328637 36.5495915)
1902082827,36.5513062,139.9330972,3,,POINT (139.9330972 36.5513062)
1902082838,36.5676521,139.9344009,3,,POINT (139.9344009 36.5676521)
1902083022,36.5554983,139.9231503,3,,POINT (139.9231503 36.5554983)
1917234453,36.5529577,139.9312283,3,,POINT (139.9312283 36.5529577)
1917235024,36.5603402,139.9117827,4,,POINT (139.9117827 36.5603402)
1917235936,36.5665951,139.9152605,3,,POINT (139.9152605 36.5665951)
1937141185,36.5426403,139.9426142,3,,POINT (139.9426142 36.5426403)
1937141191,36.5435953,139.9410786,3,,POINT (139.9410786 36.5435953)
1937141211,36.5443538,139.9411511,3,,POINT (139.9411511 36.5443538)
1937141212,36.5443937,139.9410206,3,,POINT (139.9410206 36.5443937)
1937141221,36.5450193,139.939057,3,,POINT (139.939057 36.5450193)
1937141228,36.5456217,139.9439507,3,,POINT (139.9439507 36.5456217)
1937141229,36.5456677,139.9428533,3,,POINT (139.9428533 36.5456677)
1937141231,36.5457043,139.9416461,3,,POINT (139.9416461 36.5457043)
1937141232,36.5457099,139.944161,3,,POINT (139.944161 36.5457099)
1937141237,36.5459011,139.9429456,3,,POINT (139.9429456 36.5459011)
1937141240,36.546191,139.9397636,4,,POINT (139.9397636 36.546191)
1937141246,36.5465514,139.9431765,3,,POINT (139.9431765 36.5465514)
1937141247,36.546556,139.93861,3,,POINT (139.93861 36.546556)
1937141250,36.5468797,139.9448547,3,,POINT (139.9448547 36.5468797)
1937141256,36.5475892,139.9429625,3,,POINT (139.9429625 36.5475892)
1937141265,36.5477832,139.9450316,4,,POINT (139.9450316 36.5477832)
1937141266,36.5478016,139.942884,3,,POINT (139.942884 36.5478016)
1937141282,36.548156,139.944782,1,,POINT (139.944782 36.548156)
1937141302,36.5490361,139.946564,3,,POINT (139.946564 36.5490361)
1937141307,36.5493593,139.9458493,4,,POINT (139.9458493 36.5493593)
1937141309,36.54939,139.945751,3,,POINT (139.945751 36.54939)
1937141315,36.549454,139.943759,3,,POINT (139.943759 36.549454)
1937141317,36.5494981,139.9435414,3,,POINT (139.9435414 36.5494981)
1937141319,36.5495533,139.9426784,3,,POINT (139.9426784 36.5495533)
1937141346,36.5498025,139.9408057,3,,POINT (139.9408057 36.5498025)
1937141359,36.5500174,139.9401772,4,,POINT (139.9401772 36.5500174)
1937141373,36.5504299,139.9431608,3,,POINT (139.9431608 36.5504299)
1937141388,36.5505476,139.9455361,3,,POINT (139.9455361 36.5505476)
1937141426,36.5510728,139.9451034,3,,POINT (139.9451034 36.5510728)
1937141440,36.5512479,139.9449536,3,,POINT (139.9449536 36.5512479)
1937141495,36.5519275,139.9407943,1,,POINT (139.9407943 36.5519275)
1937141513,36.5523203,139.9421911,1,,POINT (139.9421911 36.5523203)
